customer_id,email,signup_date,gender,region,loyalty_tier
C00432,tracydavis@gmail.com,24-02-25,femle,North,bronze
C00433,foxaaron@harris.com,29-07-24,femle,Central,Silver
C00434,brendastark@mathis.com,28-11-24,Male,West, gold 
C00435,rogersmarcus@gmail.com,16-04-25,Male,Central,Silver
C00436,lbanks@hotmail.com,09-02-25,femle,North,GOLD
C00437,elizabetholsen@yahoo.com,02-11-24,Other,West,Silver
C00438,gregorysmith@hotmail.com,13-02-25,Other,Central, gold 
C00439,whitelucas@hotmail.com,29-09-24,Other,North,bronze
C00440,vtaylor@young.com,10-03-25,Other,North,GOLD
C00441,sean43@steele.com,,FEMALE,South,bronze
C00442,williamssamuel@costa-wilkerson.info,13-06-25,Male,North,bronze
C00443,amy17@hotmail.com,15-03-25,femle,West,Silver
C00444,shannonlloyd@phillips.com,15-08-24,FEMALE,West, gold 
C00445,george62@jones.com,21-02-25,male,West,sllver
C00446,reynoldsdesiree@hotmail.com,16-06-25,Other,West,Silver
C00447,brianrivera@gmail.com,11-12-24,Female,Central,Silver
C00448,kenneth10@yahoo.com,13-02-25,femle,South,Silver
C00449,briansmith@gmail.com,28-10-24,FEMALE,East,Silver
C00450,collinclark@hotmail.com,27-10-24,femle,East, gold 
C00451,tanthony@ruiz-jacobson.com,10-08-24,FEMALE,North, gold 
C00452,nathanjames@gmail.com,26-12-24,Female,West,bronze
C00453,scott43@elliott-hernandez.com,08-08-24,male,West,Silver
C00454,larellano@gmail.com,05-02-25,femle,South,GOLD
C00455,acardenas@mcdaniel.com,06-01-25,Male,South,Silver
C00456,fostermelissa@gmail.com,16-01-25,male,East,bronze
C00457,averyshane@stanton.com,22-07-24,femle,South, gold 
C00458,mcneilryan@hotmail.com,01-09-24,Other,North,GOLD
C00459,renee11@yahoo.com,07-02-25,femle,North, gold 
C00460,melissa87@gmail.com,07-05-25,Other,West,GOLD
C00461,perryeddie@hotmail.com,17-02-25,Female,South,Silver
C00462,hartcraig@dillon-beard.biz,16-10-24,Other,West, gold 
C00463,earmstrong@gmail.com,10-09-24,Other,West,bronze
C00464,mthomas@hotmail.com,01-04-25,Male,Central,GOLD
C00465,fosternatasha@hotmail.com,06-10-24,FEMALE,Central,GOLD
C00466,xmccall@morgan.com,22-10-24,Male,North,GOLD
C00467,comptonjeremy@yahoo.com,20-04-25,Other,North,GOLD
C00468,joseph69@hotmail.com,09-08-24,femle,North,GOLD
C00469,alewis@washington.com,22-01-25,Female,North,Silver
C00470,,17-07-24,femle,North,Silver
,nancygonzalez@wright.com,27-06-25,Male,Central,Silver
C00472,joshuacolon@hotmail.com,07-12-24,Male,South,Silver
C00473,allentracy@thompson-harrell.org,05-02-25,male,North,bronze
C00474,frank41@yahoo.com,16-07-24,femle,East,bronze
C00475,martinashley@gmail.com,03-06-25,FEMALE,North,bronze
C00476,ericaadams@palmer-hancock.com,06-01-25,femle,East,bronze
C00477,carolynsmith@franklin-hahn.com,17-12-24,Male,West,bronze
C00478,stephen37@yahoo.com,25-03-25,Female,South,GOLD
C00479,smithyvonne@yahoo.com,09-02-25,male,South, gold 
C00480,gabrielle71@yahoo.com,21-10-24,Other,Central,Silver
C00481,jose43@gmail.com,22-01-25,femle,North,GOLD
C00482,trujilloleah@powell.com,17-03-25,Male,West,GOLD
C00483,jordan66@yahoo.com,18-04-25,femle,East,GOLD
C00484,matthewreeves@nichols.com,19-01-25,male,North, gold 
C00485,marywalter@gmail.com,28-10-24,male,South,bronze
C00486,qanderson@stokes.com,17-03-25,Male,East,GOLD
C00487,michaelgarner@fisher-eaton.com,15-10-24,FEMALE,North, gold 
C00488,eyork@gmail.com,07-06-25,Male,North,Silver
C00489,gpreston@dillon.net,29-10-24,Female,West,bronze
C00490,pittsedward@gmail.com,16-11-24,male,North,Silver
C00491,tthomas@gmail.com,04-05-25,Other,Central, gold 
C00492,lcook@walters-smith.com,25-09-24,Male,Central, gold 
C00493,tracygallagher@anderson.biz,09-12-24,FEMALE,South, gold 
C00494,creyes@hotmail.com,21-09-24,FEMALE,North,GOLD
C00495,mcclainkatherine@hotmail.com,18-09-24,male,Central,GOLD
C00496,simsjohn@wiley.net,19-02-25,femle,Central,GOLD
C00497,cameronwilliams@yahoo.com,30-12-24,,West,GOLD
C00498,ibarron@yahoo.com,21-06-25,male,South,Silver
C00499,karen26@gmail.com,02-10-24,Female,North, gold 
C00500,jasonjohnson@jackson.com,28-11-24,Male,North, gold 
